gene	chr	start	end	ecto	endo	meso	min_dist	Len	percCG	percGC	percC	percCHG	set	thrE	thrGE	set_ds	log.dist
Celf1	2	90940382	91019497	8.440273	8.095057	8.432759	22124	79115	1.4	40.9	15	5	Sim	0	GE>0	SEG	4.344883279369863
Trim44	2	102300119	102407828	5.4500065	5.046792	5.790619	43964	107709	1.2	39.6	16	5	Sim	0	GE>0	SEG	4.6431070774941166
Lmo2	2	103957986	103981878	0.96362096	3.808834	3.5989926	69735	23892	3.3	46.6	17	6	Sim	0	GE>0	SEG	4.843457032977609
Ccdc73	2	104867805	105017904	3.4230525	3.3631358	3.4110403	51109	150099	1.3	38.7	15	5	Sim	0	GE>0	SEG	4.708505880955237
Eif3m	2	104999656	105017080	9.078766	8.7441225	8.971773	149275	17424	2	39.5	16	5	Sim	0	GE>0	SEG	5.173989989202518
Rcn1	2	105386291	105399319	6.7763557	7.191892	7.190715	269577	13028	3	47.9	19	6	Sim	0	GE>0	SEG	5.430684446956542
Kif18a	2	109280738	109341747	5.990233	5.630325	5.3197317	10	61009	1.3	36.8	14	4	Sim	0	GE>0	SEG	1.0413926851582251
Ino80	2	119373042	119477687	4.379138	3.842977	4.049654	69940	104645	1.6	40.9	16	5	Sim	0	GE>0	SEG	4.8447318374581725
Mfap1a	2	121491911	121506665	4.6037893	4.6414876	4.6366215	58	14754	2.4	44.8	18	6	Sim	0	GE>0	SEG	1.7708520116421442
Usp8	2	126707328	126759297	6.3345866	6.475829	6.5989923	30991	51969	1.9	41.2	15	5	Sim	0	GE>0	SEG	4.491249603375036
Rnf24	2	131298064	131352892	2.9952464	3.8163981	3.3980072	54347	54828	1.7	42	16	5	Sim	0	GE>0	SEG	4.735183566730582
5730494N06Rik	2	132239492	132247807	4.5357366	5.0226536	5.0299582	5507	8315	2.7	42.6	17	5	Sim	0	GE>0	SEG	3.740993931584886
Rrbp1	2	143947395	144011263	6.8753633	7.0429463	6.4898486	95943	63868	2	47	19	6	Sim	0	GE>0	SEG	4.982017820672663
Csnk2a1	2	152226839	152281852	8.921464	8.682307	8.953153	66989	55013	1.7	41.5	14	5	Sim	0	GE>0	SEG	4.8260099777911005
Tbc1d20	2	152293828	152313996	4.33236	4.7901745	4.7764907	38825	20168	2.5	47	16	6	Sim	0	GE>0	SEG	4.5891226502058515
Raly	2	154791096	154867261	8.443946	8.094064	8.4345	306	76165	1.5	41.5	15	5	Sim	0	GE>0	SEG	2.4871383754771865
Edem2	2	155701677	155729475	4.596384	5.2366657	4.867684	37091	27798	2.9	47.4	17	6	Sim	0	GE>0	SEG	4.569280251110929
Gdap1l1	2	163438476	163455324	4.252953	1.3847796	3.669984	13779	16848	3.1	51.9	18	7	Sim	0	GE>0	SEG	4.139249217571607
Ywhab	2	163994960	164018588	9.019269	8.827308	9.023733	76209	23628	3	45	15	6	Sim	0	GE>0	SEG	4.882011961626659
Sall4	2	168748332	168767943	9.3042755	9.220681	9.030582	1800	19611	5.7	50.1	17	6	Sim	0	GE>0	SEG	3.2555137128195333
Gm14306	2	176670522	176719085	1.071997	-0.28877687	1.183955	37806	48563	1.2	41.2	15	5	Sim	0	GE>0	SEG	4.57757221729545
9030418K01Rik	2	178414524	178424428	1.8380901	0.41609514	1.2107033	336048	9904	3.4	47.8	16	7	Sim	0	GE>0	SEG	5.526402607384089
Zbtb46	2	181387762	181459426	3.001489	3.0883466999999998	2.9920328	37716	71664	1.9	45.1	17	6	Sim	0	GE>0	SEG	4.576537141773143
Mrps28	3	8802146	8923918	6.6637654	6.7077246	6.758616	80805	121772	2	42.2	17	5	Sim	0	GE>0	SEG	4.9074436091675
Pde7a	3	19223108	19311322	5.629209	5.5410724	5.788054	123995	88214	1.9	41.5	16	5	Sim	0	GE>0	SEG	5.093407675436854
Prkci	3	30995747	31052741	5.4207253	5.224398	5.581806	26332	56994	2.4	42.8	15	5	Sim	0	GE>0	SEG	4.4205003391374795
Acad9	3	36065979	36094944	6.342108	5.912857	6.3793855	66146	28965	2.4	47.1	17	6	Sim	0	GE>0	SEG	4.820510152182017
Bbs7	3	36573142	36613477	3.3815331	4.642433	4.0771694	41327	40335	1.7	40.3	16	5	Sim	0	GE>0	SEG	4.616244388829242
Ankrd50	3	38449261	38484844	4.9194665	4.9892077	4.3619194	402096	35583	2.7	45.1	17	6	Sim	0	GE>0	SEG	5.604330832893247
Rab33b	3	51483966	51495905	2.8127542	3.1131268	2.7666657	67950	11939	3.8	46.1	15	6	Sim	0	GE>0	SEG	4.832195852404587
Ufm1	3	53855212	53863830	5.962981	6.1511784	6.09315	206475	8618	3.1	42.7	16	5	Sim	0	GE>0	SEG	5.314869578155561
Rap2b	3	61364507	61368703	5.7817154	5.288954	5.6438465	1444	4196	7.1	48.1	13	6	Sim	0	GE>0	SEG	3.1598678470925665
Dhx36	3	62470039	62507004	6.6438494	6.426979	6.499287	168660	36965	1.6	37.1	15	4	Sim	0	GE>0	SEG	5.227014670953698
Kpna4	3	69067149	69127113	6.667794	6.0761456	6.066855	82358	59964	1.4	37	16	4	Sim	0	GE>0	SEG	4.915711064790111
B3galnt1	3	69574186	69598861	2.2355807	2.9951448	3.7405171	123124	24675	2.4	44.7	17	6	Sim	0	GE>0	SEG	5.090346243505668
Serpini1	3	75557547	75643495	2.3098989	1.0098814	1.5329626	691	85948	1.1	37.6	15	4	Sim	0	GE>0	SEG	2.840106094456758
Cd1d1	3	86995834	86999441	1.5689033	0.9802562	0.76835483	175306	3607	2.5	47.1	18	6	Sim	0	GE>0	SEG	5.243799257797604
Gon4l	3	88835231	88910103	5.4047995	5.3356166	5.5080748	60067	74872	2	43.8	16	6	Sim	0	GE>0	SEG	4.778643172093456
Ash1l	3	88965812	89079373	5.5363817	5.750142	5.5454936	14631	113561	1.5	40.8	15	5	Sim	0	GE>0	SEG	4.165303692468361
Clk2	3	89164795	89176921	4.988348	4.7995343	4.7596073	4599	12126	3.9	47.9	16	6	Sim	0	GE>0	SEG	3.662757831681574
Ubap2l	3	89999589	90052475	8.227248	7.786702	8.301049	839	52886	1.2	39.2	16	5	Sim	0	GE>0	SEG	2.9242792860618816
Ints3	3	90391380	90433636	6.3964143	6.4705124	6.3575783	32230	42256	2	47	17	6	Sim	0	GE>0	SEG	4.508273780155357
Rfx5	3	94954075	94961561	2.908878	2.7764509	2.8834858	7973	7486	3.8	50.1	17	7	Sim	0	GE>0	SEG	3.9016762313263755
Psmd4	3	95032694	95042614	8.451318	8.150223	8.464438	27166	9920	3	47.1	18	6	Sim	0	GE>0	SEG	4.4340416827542715
Gabpb2	3	95181766	95217916	6.2450824	6.0540977	6.129635	10761	36150	1.9	44	17	6	Sim	0	GE>0	SEG	4.031892987710475
Gdap2	3	100162381	100206981	3.8219547	4.6958127	4.246287	26	44600	2.2	42.4	15	5	Sim	0	GE>0	SEG	1.4313637641589874
Ap4b1	3	103809520	103822025	4.0498796	4.6537375	4.30623	6391	12505	2.3	42.5	15	5	Sim	0	GE>0	SEG	3.805636766305935
6530418L21Rik	3	105704599	105720842	1.2628615	-0.34767053	0.47208035	17025	16243	2.4	49.3	17	6	Sim	0	GE>0	SEG	4.231112629056352
Frrs1	3	116878227	116903750	5.7243705	5.5165157	4.285149	70061	25523	2.7	43.4	16	5	Sim	0	GE>0	SEG	4.845482530591811
Rwdd3	3	121155400	121171695	0.8574925	2.024469	1.9987631	120122	16295	2.7	43.6	17	5	Sim	0	GE>0	SEG	5.079626169907032
Ank2	3	126921607	126998452	4.270636	3.9629421	2.960859	402150	76845	2.2	40.8	16	5	Sim	0	GE>0	SEG	5.604389152968791
Cisd2	3	135406412	135423925	7.1432476	7.169835	7.291672	14372	17513	3.2	42.5	16	5	Sim	0	GE>0	SEG	4.157547425577808
Adh5	3	138443093	138455499	8.52954	8.153544	8.489614	46289	12406	3.6	46.1	16	6	Sim	0	GE>0	SEG	4.665487180782811
Cth	3	157894248	157925077	6.0908566	5.86766	5.878412	22337	30829	1.6	41.9	16	5	Sim	0	GE>0	SEG	4.349044286602036
Otud6b	4	14809498	14826587	7.160018	6.826215	7.175414	37489	17089	2.4	39.9	16	5	Sim	0	GE>0	SEG	4.57391544042155
Ndufaf4	4	24898083	24905001	7.121057	6.926513	7.277756	46959	6918	2.5	39.5	12	4	Sim	0	GE>0	SEG	4.671728088239558
Rngtt	4	33310311	33502614	5.816123	5.241044	5.717096	20148	192303	1.3	39.2	14	5	Sim	0	GE>0	SEG	4.30425349686627
Cnr1	4	33924593	33948831	0.40149844	0.37114766	1.3675019	614282	24238	2.3	41.4	15	5	Sim	0	GE>0	SEG	5.7883684965854725
Nfx1	4	40970906	41025993	7.2958083	6.967762	7.380605	22499	55087	2.2	43.9	16	6	Sim	0	GE>0	SEG	4.352182518111363
Atp8b5	4	43267159	43373833	-1.503505	-1.9784368	0.06622619	174780	106674	2	44	16	6	Sim	0	GE>0	SEG	5.242494219810713
4930412F15Rik	4	43659622	43669145	4.2840137	4.4846916	4.402002	174	9523	2.8	49	17	6	Sim	0	GE>0	SEG	2.2430380486862944
Tmod1	4	46038935	46116032	4.641453	4.512899	4.5482817	99759	77097	2.7	49.2	18	6	Sim	0	GE>0	SEG	4.9989564404704865
Anp32b	4	46450902	46472657	9.591232	9.026304	9.61581	38346	21755	4	46.7	15	6	Sim	0	GE>0	SEG	4.583731393463394
Rad23b	4	55350043	55392237	6.5274324	6.225503	6.4252954	182423	42194	1.7	40.2	14	5	Sim	0	GE>0	SEG	5.261081974244029
1110054O05Rik	4	59769637	59801589	6.3803363	5.774079	6.158796	4251	31952	2.2	43.2	17	5	Sim	0	GE>0	SEG	3.6285932558512592
Whrn	4	63414910	63495991	1.3977168	1.9682338	0.56051826	48781	81081	2.9	50.4	18	7	Sim	0	GE>0	SEG	4.688259601864511
Dennd4c	4	86748555	86850603	3.5026698	3.2196517	2.9593816	78495	102048	1.6	40.3	14	5	Sim	0	GE>0	SEG	4.894847526526291
Mier1	4	103114390	103165754	6.7859716	6.801865	6.8471866	165	51364	2.2	39	14	5	Sim	0	GE>0	SEG	2.220108088040055
Orc1	4	108579423	108614833	6.233593	5.30786	6.098363	87	35410	1.8	42.4	15	5	Sim	0	GE>0	SEG	1.9444826721501687
St3gal3	4	117932154	118134914	2.2773402	1.9802562	2.8154063	45129	202760	2.8	47.7	18	6	Sim	0	GE>0	SEG	4.654465333520146
Kdm4a	4	118136957	118180043	3.415592	3.854453	3.281408	45129	43086	3.8	49.9	18	7	Sim	0	GE>0	SEG	4.654465333520146
Ppih	4	119300010	119320546	7.0139713	6.883751	6.973239	25942	20536	2.3	46.1	17	6	Sim	0	GE>0	SEG	4.414020195653663
Rlf	4	121145373	121215084	5.98929	5.697179	5.9527116	116843	69711	2	41.2	16	5	Sim	0	GE>0	SEG	5.067606416053928
Bmp8b	4	123105165	123132099	3.8616166	3.4831085	3.8343432	34786	26934	3.5	51.5	18	7	Sim	0	GE>0	SEG	4.541416977191859
Rragc	4	123917446	123936997	2.7249362	3.8634067	3.6018372	177	19551	2.4	43.2	15	5	Sim	0	GE>0	SEG	2.250420002308894
Yars	4	129189760	129219607	7.229543	6.448504	7.062244	33	29847	2.7	47.2	16	6	Sim	0	GE>0	SEG	1.5314789170422551
Marcksl1	4	129513581	129515985	8.425927	8.38492	8.650215	29132	2404	12.4	63.6	18	7	Sim	0	GE>0	SEG	4.464385208841898
2610002D18Rik	4	134510999	134523927	5.1655884	4.8605638	5.223996	24388	12928	3.3	46.6	15	6	Sim	0	GE>0	SEG	4.387193993696869
Hmgcl	4	135946448	135962617	5.5733104	5.203076	5.479575	17279	16169	3.4	51	17	7	Sim	0	GE>0	SEG	4.237543738142874
Rpl11	4	136028265	136053428	10.068238	10.156228	10.172879	49862	25163	2.6	47.2	18	7	Sim	0	GE>0	SEG	4.697778404216913
Pink1	4	138313409	138326307	2.6836045	4.0084143	3.4912984	21577	12898	3.8	52.6	19	7	Sim	0	GE>0	SEG	4.334011188761349
Mrto4	4	139347435	139352576	7.4235754	6.956966	7.4101167	11	5141	4.9	53	20	7	Sim	0	GE>0	SEG	1.0791812460476249
Spen	4	141467890	141538597	4.7847958	4.596309	4.9082093	67499	70707	4.4	48.6	17	7	Sim	0	GE>0	SEG	4.829303772831025
Ube4b	4	149328416	149426749	6.8852715	6.7823634	6.848717	92110	98333	3.1	47.2	17	6	Sim	0	GE>0	SEG	4.9643114972330915
Ssu72	4	155704800	155733879	7.6509156	7.914033	7.9195595	29827	29079	2.6	44.9	16	6	Sim	0	GE>0	SEG	4.474624134418614
Ankib1	5	3690000	3803109	3.7695134	3.2094738	4.0875797	56	113109	1.4	39.3	15	5	Sim	0	GE>0	SEG	1.7558748556724915
Mll3	5	25271798	25498783	4.746654	5.099068	5.112838	207042	226985	1.2	38.5	15	4	Sim	0	GE>0	SEG	5.316060551849921
Tyms	5	30058202	30073617	7.4280434	7.407982	7.514987	81545	15415	1.9	42.8	17	5	Sim	0	GE>0	SEG	4.911402662855964
Fam53a	5	33600351	33629635	6.144729	5.8735137	6.0730753	22939	29284	2.2	47.3	19	6	Sim	0	GE>0	SEG	4.360593413565248
Tada2b	5	36473670	36484285	2.804209	2.9530632	2.9209206	303	10615	3.7	50.3	19	7	Sim	0	GE>0	SEG	2.482873583608754
Tbc1d14	5	36490604	36593276	5.9399257	5.468246	5.8154745	102748	102672	2.1	47	19	6	Sim	0	GE>0	SEG	5.011777603817253
Utp3	5	88554483	88556083	6.9498057	6.7819343	7.0737867	29091	1600	7.5	50.3	11	6	Sim	0	GE>0	SEG	4.463773578899397
Slc4a4	5	88886818	89239653	4.1414824	4.3158875	5.1402726	121822	352835	2	41.6	16	5	Sim	0	GE>0	SEG	5.085729290185951
Ung	5	114130386	114139323	6.647636	5.8980803	6.2037506	2168	8937	6.4	53.5	15	7	Sim	0	GE>0	SEG	3.336259552014193
Rasal1	5	120648812	120679597	0.24192207	1.518578	0.22553402	35682	30785	3.2	53.3	18	7	Sim	0	GE>0	SEG	4.552461359960675
Rhof	5	123103044	123132692	2.409032	2.4532294	2.0263162	8974	29648	3.3	51	17	7	Sim	0	GE>0	SEG	3.953034457250357
Pitpnm2	5	124118690	124249760	3.0552907	2.4271164	2.8022761	78212	131070	3.2	51.5	18	7	Sim	0	GE>0	SEG	4.893278944351847
Snrnp35	5	124483134	124491124	3.1301312	3.3294616	3.303321	4768	7990	3.6	49.4	17	6	Sim	0	GE>0	SEG	3.6784273224338673
Rilpl1	5	124493082	124531391	3.3690343	2.5206375	3.0934305	9304	38309	3.6	50.4	19	7	Sim	0	GE>0	SEG	3.968716377466786
Mmp17	5	129584169	129608875	1.0861645	-0.20471267	1.6956568	82938	24706	4.2	53	19	7	Sim	0	GE>0	SEG	4.918758794747554
Gusb	5	129989011	130003049	5.9068837	5.3481374	6.0110607	22083	14038	3.7	49.6	17	6	Sim	0	GE>0	SEG	4.3440777384681
Eif4h	5	134619880	134639348	8.660392	8.265044	8.580635	49242	19468	3	47.9	18	7	Sim	0	GE>0	SEG	4.6923445033120315
Tmem120a	5	135735485	135744271	5.2521677	5.1869564	5.356877	34209	8786	4.2	52.4	19	7	Sim	0	GE>0	SEG	4.534153074185062
Pop7	5	137501438	137502518	5.210471	5.3432	5.391081	16362	1080	10.4	56.9	19	7	Sim	0	GE>0	SEG	4.213862930386819
Mblac1	5	138194314	138195621	1.9352052	1.6672798	2.135918	6829	1307	11.6	58.8	14	7	Sim	0	GE>0	SEG	3.8344207036815328
Fbxl18	5	142866946	142895421	5.604404	5.6164293	5.7318864	11333	28475	3.9	53.6	19	8	Sim	0	GE>0	SEG	4.054383208305477
Zdhhc4	5	143316489	143329256	4.554964	4.926513	4.9025807	13896	12767	3.7	49.8	18	7	Sim	0	GE>0	SEG	4.142921057515615
Usp42	5	143710325	143732280	4.821249	5.004005	5.163456	85508	21955	3.9	46.2	17	6	Sim	0	GE>0	SEG	4.932011827530899
Pms2	5	143909964	143937309	5.8521485	5.4944177	5.585643	117	27345	2.7	43.5	15	6	Sim	0	GE>0	SEG	2.0718820073061255
Cpsf4	5	145167213	145182041	6.2611713	5.796563	6.1231046	105	14828	3.4	50.5	17	7	Sim	0	GE>0	SEG	2.0253058652647704
Zfp655	5	145231723	145247302	5.324911	5.130088	5.3719525	27161	15579	2.2	42.9	16	5	Sim	0	GE>0	SEG	4.4339617448788955
Tmem168	6	13580687	13608100	4.5579324	4.555709	4.518483	69866	27413	2.1	39.1	16	5	Sim	0	GE>0	SEG	4.844272095602742
Fam3c	6	22306520	22356243	4.908546	4.670993	5.21927	406672	49723	2.7	42.2	16	5	Sim	0	GE>0	SEG	5.609245339505006
Luc7l2	6	38551334	38609470	6.2542605	6.2388563	6.168155	17832	58136	1.5	37.7	14	4	Sim	0	GE>0	SEG	4.251224409571832
2410003K15Rik	6	49073795	49086751	7.005377	6.8990703	6.929752	141159	12956	2.5	42.3	15	6	Sim	0	GE>0	SEG	5.149711649687932
Vopp1	6	57727807	57825154	3.1661441	4.956871	4.7373586	122553	97347	1.3	41.3	16	5	Sim	0	GE>0	SEG	5.08832749061525
Nap1l5	6	58905234	58907126	-0.89052814	1.8617827	0.76835483	75661	1892	6.1	44.3	16	5	Sim	0	GE>0	SEG	4.878877816965764
Aup1	6	83054653	83057680	5.195574	5.7654204	5.6240835	620	3027	7.9	56.9	20	7	Sim	0	GE>0	SEG	2.79309160017658
Mob1a	6	83326016	83343776	5.852321	6.049113	6.215561	8410	17760	2.1	41.9	15	5	Sim	0	GE>0	SEG	3.924847632975537
Pcbp1	6	86524499	86526171	8.159181	7.982733	8.230686	87797	1672	14.9	57.6	13	7	Sim	0	GE>0	SEG	4.943484622980627
Nr2c2	6	92091390	92173057	5.4640884	5.4445777	5.1583123	92643	81667	1.3	40.9	15	5	Sim	0	GE>0	SEG	4.966817297899174
Trnt1	6	106769120	106782474	7.6208186	7.1788287	7.4814854	30954	13354	2	39	13	5	Sim	0	GE>0	SEG	4.490730808348924
Rpusd3	6	113415319	113419348	4.7548065	4.845033	4.2595577	23221	4029	3.8	54.8	20	8	Sim	0	GE>0	SEG	4.365899620723788
Rad52	6	119902698	119922828	4.2977753	4.128738	4.2263536	54548	20130	2.1	44.7	16	6	Sim	0	GE>0	SEG	4.736786793449335
Usp5	6	124815019	124829484	7.5873337	7.277506	7.592492	63	14465	3.4	50.4	19	7	Sim	0	GE>0	SEG	1.806179973983887
Mlf2	6	124931388	124936138	8.182927	8.074482	8.110385	13442	4750	6.5	54.3	16	7	Sim	0	GE>0	SEG	4.128496198632706
Ncapd2	6	125168009	125191595	7.79467	7.2037168	7.686325	206	23586	3.1	47.9	18	6	Sim	0	GE>0	SEG	2.315970345456918
Dusp16	6	134715473	134792625	3.2045307	3.931553	2.9867227	37529	77152	1.9	41.7	16	5	Sim	0	GE>0	SEG	4.574378564413083
Rerg	6	137054825	137170497	3.652206	1.6857524	3.3574378	228598	115672	2.5	43.8	17	5	Sim	0	GE>0	SEG	5.359074326254224
Pyroxd1	6	142345654	142363257	5.3236666	5.3625617	4.993357	41433	17603	3.2	44.3	15	6	Sim	0	GE>0	SEG	4.6173568617094
Recql	6	142350342	142387087	5.5415316	5.361126	5.38164	134	36745	2.8	44.4	17	6	Sim	0	GE>0	SEG	2.130333768495006
Ccdc91	6	147475871	147632612	4.893855	5.1690145	4.850379	175	156741	1.5	43.3	16	6	Sim	0	GE>0	SEG	2.24551266781415
Ube2s	7	4808155	4812351	5.887802	5.6802354	6.057964	19477	4196	3.9	49.2	20	6	Sim	0	GE>0	SEG	4.289544361497647
Kptn	7	16119895	16127516	4.218532	4.4569983	4.018768	21437	7621	2.7	51.3	18	7	Sim	0	GE>0	SEG	4.331184266586083
Strn4	7	16815889	16840931	5.1661444	4.925348	5.384029	843	25042	3	51.8	17	7	Sim	0	GE>0	SEG	2.926342446625655
Prkd2	7	16842902	16870461	2.3651662	3.0588887	2.7393692	27013	27559	3.6	50.7	18	7	Sim	0	GE>0	SEG	4.431588895527995
Fbxo46	7	19119859	19138261	4.13525	4.466645	4.2138057	25265	18402	3.2	48.8	16	6	Sim	0	GE>0	SEG	4.402536491803908
Rtn2	7	19282662	19296164	2.0838127	1.1601241	1.4427646	2613	13502	4.3	50.1	18	6	Sim	0	GE>0	SEG	3.4173055832445254
Pvr	7	19903578	19921160	3.013894	4.367147	4.2487087	150144	17582	3.5	50.2	17	6	Sim	0	GE>0	SEG	5.176510874273492
Zfp108	7	24257644	24261914	-0.1535626	-0.80335015	1.0934304	12776	4270	2.6	48.8	19	6	Sim	0	GE>0	SEG	4.106428894793411
Rps19	7	24884371	24889806	10.202542	10.307786	10.334293	18541	5435	5	52.9	15	7	Sim	0	GE>0	SEG	4.268156576740394
Hnrnpul1	7	25721498	25754730	4.962981	4.9640775	5.099817	35642	33232	2.2	46.3	17	6	Sim	0	GE>0	SEG	4.551974250600909
Psmc4	7	28041707	28050101	8.854025	8.55734	8.78867	41685	8394	4	51.5	22	7	Sim	0	GE>0	SEG	4.619990224191521
Zfp74	7	29930815	29954089	3.6553767	3.7952874	4.047337	29866	23274	2.7	44.2	16	6	Sim	0	GE>0	SEG	4.4751916019520435
Zfp382	7	30121942	30134665	1.8711934	1.7112231	2.0698833	27165	12723	3.3	45.5	15	6	Sim	0	GE>0	SEG	4.4340256963562465
Polr2i	7	30231948	30233390	6.701641	6.4868	6.790896	324	1442	11.9	57.2	17	7	Sim	0	GE>0	SEG	2.5118833609788744
Cox6b1	7	30616974	30626151	8.72995	9.010064	8.973071	9701	9177	2.6	46.9	17	6	Sim	0	GE>0	SEG	3.986861270290045
Plekhf1	7	38220654	38227994	2.0504818	2.8322384	2.8197567	43354	7340	4.1	50.8	20	6	Sim	0	GE>0	SEG	4.637039190559404
Prr12	7	45027707	45052881	3.5705838	3.2889538	3.7829108	9796	25174	4.5	53.3	19	7	Sim	0	GE>0	SEG	3.9910931080488874
Sphk2	7	45709467	45718002	4.9384627	4.6760836	4.807351	2545	8535	5.6	55.3	17	8	Sim	0	GE>0	SEG	3.4058583993176366
Fam83e	7	45721212	45729492	1.3786584	1.1548297	1.5183158	5755	8280	3.8	55.7	19	8	Sim	0	GE>0	SEG	3.7601207852645677
Cyfip1	7	55841745	55930700	7.626687	7.5840516	7.5931277	47597	88955	2.2	43.4	16	5	Sim	0	GE>0	SEG	4.677588704669821
Tarsl2	7	65644898	65692091	2.1661441	1.8811481	2.314539	46271	47193	2.4	44	16	6	Sim	0	GE>0	SEG	4.665318271278418
Tm2d3	7	65691169	65701913	5.6490283	5.773647	5.4747553	46271	10744	4.2	47	16	6	Sim	0	GE>0	SEG	4.665318271278418
Chsy1	7	66109515	66173789	5.414423	6.164411	6.1265106	29866	64274	2.3	43.8	15	6	Sim	0	GE>0	SEG	4.4751916019520435
Idh2	7	80094846	80115392	7.170306	7.012353	7.316248	71449	20546	3.2	48.2	18	6	Sim	0	GE>0	SEG	4.854002233126989
Homer2	7	81600481	81706925	2.295745	2.2961855	2.3283448	56000	106444	2.5	46.5	17	6	Sim	0	GE>0	SEG	4.748195782195563
Fah	7	84585159	84606722	2.754807	3.5928879	3.5705562	72639	21563	2	48.2	18	6	Sim	0	GE>0	SEG	4.861175835513029
Rsf1	7	97579896	97692782	6.3322353	6.32608	6.2166953	399	112886	1.6	39.6	15	5	Sim	0	GE>0	SEG	2.6020599913279625
Rnf169	7	99920254	99980458	4.548157	4.229129	4.2721124	121575	60204	2.2	43.2	18	5	Sim	0	GE>0	SEG	5.08484785046062
Rnf121	7	102019137	102065469	4.7002025	5.315591	5.0122495	42	46332	1.5	42.7	17	5	Sim	0	GE>0	SEG	1.6334684555795864
Pgap2	7	102210208	102238567	5.8233647	6.0428567	5.701341	88	28359	2.1	45.6	16	6	Sim	0	GE>0	SEG	1.9493900066449128
Eif3f	7	108934417	108942951	8.441164	8.517676	8.48547	148914	8534	3.4	48.2	16	6	Sim	0	GE>0	SEG	5.172938445832253
Eif4g2	7	111067985	111083030	10.262293	10.02609	10.22183	54079	15045	2.8	41.7	17	5	Sim	0	GE>0	SEG	4.733036682933579
Tufm	7	126487355	126490730	7.2181306	6.704671	7.124836	12225	3375	5.3	53.1	16	7	Sim	0	GE>0	SEG	4.087284391453761
Ctf1	7	127712736	127718185	1.7840714	2.5987482	2.352567	3803	5449	4.1	49.3	16	6	Sim	0	GE>0	SEG	3.5802405082653763
Plekha1	7	130865756	130913312	6.045808	6.186146	5.7459564	70355	47556	2.2	41.2	13	5	Sim	0	GE>0	SEG	4.847301140232422
Zfp511	7	140036391	140040605	4.8749385	4.8338957	5.0265517	41	4214	4.6	51	17	7	Sim	0	GE>0	SEG	1.6232492903979006
Deaf1	7	141297176	141327725	4.9276853	4.81136	4.6005735	14	30549	2.5	47.7	17	7	Sim	0	GE>0	SEG	1.1760912590556813
Star	8	25808474	25814723	1.5245092	1.2961855	0.91381615	22883	6249	2.7	48.1	17	7	Sim	0	GE>0	SEG	4.35953193909363
Fut10	8	31187331	31261738	4.7862425	4.229129	4.7261047	18607	74407	2.3	44.2	17	5	Sim	0	GE>0	SEG	4.2696996973843735
Ppp1r3b	8	35375741	35388124	-0.986106	1.0389105	1.032889	119792	12383	3.7	46.3	15	6	Sim	0	GE>0	SEG	5.078431441173549
Cnot7	8	40492540	40515847	6.7537904	6.9626584	6.982181	4064	23307	2.6	38.8	16	4	Sim	0	GE>0	SEG	3.609060549930087
Fgl1	8	41191434	41215156	1.3278953	1.5791196	0.7456705	24603	23722	1.6	39.8	15	5	Sim	0	GE>0	SEG	4.39100571835171
Neil3	8	53586867	53639065	4.4137206	3.540058	4.1332984	127363	52198	1.6	39.7	16	5	Sim	0	GE>0	SEG	5.1050466900814735
2310045N01Rik	8	70139499	70167488	4.935531	5.1121025	4.9816356	8166	27989	3.2	52.1	18	7	Sim	0	GE>0	SEG	3.9120625555885025
Mpv17l2	8	70758649	70760921	3.3901234	3.4988647	3.815134	5742	2272	6.3	57	16	8	Sim	0	GE>0	SEG	3.7591388162811663
Arrdc2	8	70835155	70839720	0.15498649	1.55922	0.16527352	33770	4565	7.1	55	18	8	Sim	0	GE>0	SEG	4.528543920808697
Unc13a	8	71624417	71671757	1.9864608	2.1992238	2.9843025	60733	47340	3.9	54.2	20	7	Sim	0	GE>0	SEG	4.783431885119274
Zfp617	8	71908635	71934629	5.4353247	5.1693425	5.0699973	27	25994	2	41.4	16	5	Sim	0	GE>0	SEG	1.4471580313422192
Pkn1	8	83669762	83699179	0.85197556	1.722003	1.5102636	15998	29417	3.3	51.4	18	7	Sim	0	GE>0	SEG	4.204092838402539
Phkb	8	85840959	86061376	5.3617735	5.0356736	5.114941	10	220417	1.3	39.9	16	5	Sim	0	GE>0	SEG	1.0413926851582251
Siah1a	8	86723940	86746006	4.234521	3.9606686	4.4805193	121963	22066	2.4	42.4	17	5	Sim	0	GE>0	SEG	5.086231659293216
Tmem188	8	88118769	88135110	6.108171	6.041602	6.375651	19086	16341	2.5	41.5	15	5	Sim	0	GE>0	SEG	4.280737673504682
Slc38a7	8	95835920	95853539	3.8268847	4.5820813	4.114388	28185	17619	3.3	49.7	18	7	Sim	0	GE>0	SEG	4.450033447592529
Cmtm3	8	104340594	104347672	1.1140884	2.7486055	2.7097895	55213	7078	4	52.8	19	7	Sim	0	GE>0	SEG	4.742049210914832
Ctcf	8	105636568	105682922	7.1004124	6.88455	7.1152453	31339	46354	2.1	41.4	15	5	Sim	0	GE>0	SEG	4.496098992132572
Vps4a	8	107031222	107045755	4.7414417	5.3799663	5.2065563	17392	14533	3.2	48.4	16	7	Sim	0	GE>0	SEG	4.240374496958233
Gcsh	8	116981810	116993537	8.16833	8.370362	8.373248	14594	11727	3	46	17	6	Sim	0	GE>0	SEG	4.164204099324033
